Codigo_Item,Descripcion_Item,Fg_Tipo,Descripcion_Tipo_Item,Fg_Estado
90955,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES DE 2-11 AÑOS DE EDAD INCLUYENDO EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y CONSEJERÍA DE PADRES CON 2-3 VISITAS CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90956,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES DE 2-11 AÑOS DE EDAD INCLUYENDO EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y CONSEJERÍA DE PADRES CON 1 VISITA CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90957,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES DE 12-19 AÑOS DE EDAD INCLUYENDO EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y CONSEJERÍA DE PADRES CON 4 O MÁS VISITAS CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90958,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES DE 12-19 AÑOS DE EDAD INCLUYENDO EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y CONSEJERÍA DE PADRES CON 2-3 VISITAS CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90959,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES DE 12-19 AÑOS DE EDAD INCLUYENDO EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y CONSEJERÍA DE PADRES CON 1 VISITA CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90960,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES DE 20 AÑOS DE EDAD O MAS CON 4 O MÁS VISITAS CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90961,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES DE 20 AÑOS DE EDAD O MAS CON 2-3 VISITAS CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90962,SERVICIOS MENSUALES ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA PACIENTES DE 20 AÑOS DE EDAD O MAS CON 1 VISITA CARA A CARA CON EL MÉDICO U OTRO PROFESIONAL DE LA SALUD CALIFICADO POR MES,CP,Procedimiento (CPT),1
90963,SERVICIOS ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA LA DIALISIS DOMICILIARIA POR CADA MES PARA PACIENTES MENORES DE 2 AÑOS DE EDAD QUE INCLUYEN EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y LA CONSEJERÍA A LOS PADRES,CP,Procedimiento (CPT),1
90964,SERVICIOS ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA LA DIALISIS DOMICILIARIA POR CADA MES PARA PACIENTES DE 2-11 AÑOS DE EDAD QUE INCLUYEN EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y LA CONSEJERÍA A LOS PADRES,CP,Procedimiento (CPT),1
90965,SERVICIOS ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA LA DIALISIS DOMICILIARIA POR CADA MES PARA PACIENTES DE 12-19 AÑOS DE EDAD QUE INCLUYEN EL MONITOREO DE LA SUFICIENCIA DE LA NUTRICIÓN EVALUACIÓN DEL CRECIMIENTO Y DESARROLLO Y LA CONSEJERÍA A LOS PADRES,CP,Procedimiento (CPT),1
90966,SERVICIOS ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA LA DIALISIS DOMICILIARIA POR CADA MES PARA PACIENTES DE 20 Ó MÁS AÑOS DE EDAD,CP,Procedimiento (CPT),1
90967,SERVICIOS ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA LA DIALISIS POR MENOS DE 1 MES POR DÍA PARA PACIENTES MENORES DE 2 AÑOS DE EDAD,CP,Procedimiento (CPT),1
90968,SERVICIOS ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA LA DIALISIS POR MENOS DE 1 MES POR DÍA PARA PACIENTES DE 2-11 AÑOS DE EDAD,CP,Procedimiento (CPT),1
90969,SERVICIOS ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA LA DIALISIS POR MENOS DE 1 MES POR DÍA PARA PACIENTES DE 12-19 AÑOS DE EDAD,CP,Procedimiento (CPT),1
90970,SERVICIOS ASOCIADOS A ENFERMEDAD RENAL TERMINAL (ESRD) PARA LA DIALISIS POR MENOS DE 1 MES POR DÍA PARA PACIENTES DE 20 Ó MÁS AÑOS DE EDAD,CP,Procedimiento (CPT),1
90989,CURSO COMPLETO DE ENTRENAMIENTO PARA DIÁLISIS CUALQUIER MODALIDAD INCLUYENDO AL PACIENTE Y A LA PERSONA QUE CUIDA DEL MISMO CUANDO CORRESPONDA,CP,Procedimiento (CPT),1
90993,SESIÓN DE ENTRENAMIENTO PARA DIÁLISIS CUALQUIER MODALIDAD INCLUYENDO AL PACIENTE Y A LA PERSONA QUE CUIDA DEL MISMO CUANDO CORRESPONDA,CP,Procedimiento (CPT),1
90997,HEMOPERFUSIÓN (EJEMPLO: CARBÓN ACTIVADO O RESINA),CP,Procedimiento (CPT),1
90999,PROCEDIMIENTO DE DIÁLISIS QUE NO APARECE EN LA LISTA PACIENTE INTERNADO O AMBULATORIO,CP,Procedimiento (CPT),1
90999.01,HEMOFILTRACIÓN CON UNA SOLA EVALUACIÓN,CP,Procedimiento (CPT),1
90999.02,HEMOFILTRACIÓN CON EVALUACIONES REPETIDAS EN 24 HORAS,CP,Procedimiento (CPT),1
91010,ESTUDIO DE MOTILIDAD ESOFÁGICA (ESTUDIO MANOMÉTRICO DE ESÓFAGO Y/O UNIÓN GASTROESOFÁGICA) CON INTERPRETACIÓN Y REPORTE,CP,Procedimiento (CPT),1
91011,MANOMETRIA ESOFÁGICA CON ESTIMULANTE DE MECOLILO O SIMILARES,CP,Procedimiento (CPT),1
91012,MANOMETRIA ESOFÁGICA CON PRUEBA DE PERFUSIÓN ÁCIDA,CP,Procedimiento (CPT),1
91013,MOTILIDAD ESOFÁGICA (ESTUDIO MANOMÉTRICO DEL ESÓFAGO Y/O UNIÓN GASTROESOFÁGICA) CON INTERPRETACIÓN Y REPORTE CON ESTIMULACIÓN O PERFUSIÓN (P. EJ. PERFUSIÓN DEESTIMULANTE ÁCIDO O ÁLCALI) (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO DEL PROCEDIMIENTO PRIMARIO),CP,Procedimiento (CPT),1
91020,ESTUDIOS DE MOTILIDAD GÁSTRICA (MANOMETRÍA),CP,Procedimiento (CPT),1
91022,ESTUDIO DE MOTILIDAD DUODENAL (MANOMETRÍA),CP,Procedimiento (CPT),1
91030,PRUEBA DE PERFUSIÓN ÁCIDA PARA ESOFAGITIS (BERNSTEIN),CP,Procedimiento (CPT),1
91033,MONITOREO DE PH ESOFÁGICO,CP,Procedimiento (CPT),1
91034,ESÓFAGO PRUEBA DE REFLUJO GASTROESOFÁGICO CON COLOCACIÓN DE CATÉTER NASAL CON ELECTRODO(S) DE PH REGISTRO ANÁLISIS E INTERPRETACIÓN,CP,Procedimiento (CPT),1
91035,PRUEBA DE REFLUJO GASTROESOFÁGICO CON COLOCACIÓN DE ELECTRODO PARA PH TELEMETRIA EN LA MUCOSA GRABACIÓN ANÁLISIS E INTERPRETACIÓN,CP,Procedimiento (CPT),1
91037,PRUEBA DE FUNCIÓN ESOFÁGICA PRUEBA DE REFLUJO GASTROESOFÁGICO CON COLOCACIÓN DE ELECTRODO DE IMPEDANCIA MEDIANTE CATÉTER NASAL INTRALUMINAL GRABACIÓN ANÁLISIS E INTERPRETACIÓN,CP,Procedimiento (CPT),1
91038,PRUEBA DE FUNCIÓN ESOFÁGICA PRUEBA DE REFLUJO GASTROESOFÁGICO CON COLOCACIÓN DE ELECTRODO DE IMPEDANCIA MEDIANTE CATÉTER NASAL INTRALUMINAL GRABACIÓN ANÁLISIS E INTERPRETACIÓN PROLONGADO (MÁS DE 1 HORA HASTA 24 HORAS),CP,Procedimiento (CPT),1
91040,ESTUDIO DE PROVOCACIÓN DE DISTENSIÓN ESOFÁGICA CON BALÓN,CP,Procedimiento (CPT),1
91052,TEST DE SECRECIÓN GÁSTRICA CON INYECCIÓN DE ESTIMULANTE (HISTAMINA INSULINA CALCIO Y SECRETINA),CP,Procedimiento (CPT),1
91055,INTUBACIÓN GÁSTRICA Y OBTENCIÓN DE MATERIAL PARA CITOLOGÍA,CP,Procedimiento (CPT),1
91055.01,CITOLOGIA DE ESPUTO,CP,Procedimiento (CPT),1
91055.02,CITOLOGIA DE ORINA,CP,Procedimiento (CPT),1
91055.03,CITOLOGIA DE LÍQUIDO CEFALORRAQUIDEO,CP,Procedimiento (CPT),1
91060,PRUEBA DE CARGA SALINA GÁSTRICA,CP,Procedimiento (CPT),1
91065,PRUEBA DE HIDRÓGENO EN ALIENTO O PRUEBA DE METANO (P. EJ. PARA LA DETECCIÓN DE LA DEFICIENCIA DE LACTASA INTOLERANCIA A FRUCTOSA SOBRECRECIMIENTO BACTERIANO O TRÁNSITO GASTROINTESTINAL ORO-CECAL),CP,Procedimiento (CPT),1
91100,INSERCIÓN POSICIONAMIENTO Y CONTROL DE TUBO PARA SANGRADO INTESTINAL,CP,Procedimiento (CPT),1
91105,LAVADO GÁSTRICO POR SONDA NASOGÁSTRICA,CP,Procedimiento (CPT),1
91110,IMÁGENES DEL TRACTO GASTROINTESTINAL INTRALUMINAL (P. EJ. CAPSULA ENDOSCÓPICA) ESÓFAGO HASTA EL ILEON CON INTERPRETACIÓN MÉDICA E INFORME,CP,Procedimiento (CPT),1
91111,IMÁGENES DEL TRACTO GASTROINTESTINAL INTRALUMINAL (P. EJ. CAPSULA ENDOSCÓPICA) ESÓFAGO CON INTERPRETACIÓN MÉDICA E INFORME,CP,Procedimiento (CPT),1
91112,TRÁNSITO GASTROINTESTINAL Y MEDICIÓN DE PRESIÓN ESTÓMAGO A TRAVÉS DE COLON CÁPSULA INHALÁMBRICA CON INTERPRETACIÓN Y REPORTE,CP,Procedimiento (CPT),1
91117,ESTUDIO DE MOTILIDAD COLÓNICA (MANOMÉTRICA) MÍNIMO DE 6 HORAS DE REGISTRO CONTÍNUO (INCLUYENDO PRUEBAS DE PROVOCACIÓN P. EJ. CON COMINDA DISTENSIÓN DE BALÓN INTRACOLÓNICO AGENTES FARMACOLÓGICOS SI SE REALIZARA) CON INTERPRETACIÓN Y REPORTE,CP,Procedimiento (CPT),1
91120,MEDICIÓN DE SENSIBILIDAD TONO Y FUNCIÓN DEL ESFÍNTER ANAL (EJEMPLO: RESPUESTA A DISTENSIÓN GRADUADA DE BALÓN),CP,Procedimiento (CPT),1
91122,MANOMETRÍA ANORRECTAL,CP,Procedimiento (CPT),1
91123,IRRIGACIÓN PULSÁTIL DE IMPACTACIÓN FECAL,CP,Procedimiento (CPT),1
91132,ELECTROGASTROGRAFIA DIAGNÓSTICA TRANSCUTÁNEA,CP,Procedimiento (CPT),1
91133,ELECTROGASTROGRAFIA DIAGNÓSTICA TRANSCUTÁNEA CON PRUEBA DE PROVOCACIÓN,CP,Procedimiento (CPT),1
91135,TRATAMIENTO DE VÁRICES GÁSTRICAS CON CIANOACRILATO CON FIBROSCOPIO C/S VIDEOCÁMARA,CP,Procedimiento (CPT),1
91142,POLIPECTOMÍA ALTA CON VIDEOENDOSCOPIO,CP,Procedimiento (CPT),1
91144,EXTRACCIÓN DE CUERPO EXTRAÑO DE ESÓFAGO CON VIDEOENDOSCOPIO,CP,Procedimiento (CPT),1
91146,MUCOSECTOMÍA GÁSTRICA CON VIDEOENDOSCOPIO,CP,Procedimiento (CPT),1
91148,LIGADURA DE VÁRICES ESOFÁGICAS CON VIDEOENDOSCOPIO,CP,Procedimiento (CPT),1
91150,ESCLEROTERAPIA DE VÁRICES ESOFÁGICAS CON VIDEOENDOSCOPÍA,CP,Procedimiento (CPT),1
91154,HEMOSTASIA ENDOSCÓPICA ALTA CON INYECTOTERAPIA C/S VIDEO,CP,Procedimiento (CPT),1
91158,HEMOSTASIA ENDOSCÓPICA ALTA CON PROBETA CALIENTE,CP,Procedimiento (CPT),1
91160,DILATACIÓN ESOFÁGICA CON VIDEOENDOSCOPIO,CP,Procedimiento (CPT),1
91162,GASTROSTOMÍA PERCUTÁNEA ENDOSCÓPICA CON VIDEOENDOSCOPIO,CP,Procedimiento (CPT),1
91170,CIERRE DE FÍSTULA INTESTINO - CUTÁNEA CON VIDEOENDOSCOPÍA,CP,Procedimiento (CPT),1
91180,DILATACIÓN ENDOSCÓPICA DE ANO-RECTO-ANASTOMOSIS RECTOSIGMOIDEA C/S VIDEO,CP,Procedimiento (CPT),1
91182,EXTRACCIÓN DE CUERPOS EXTRAÑOS DE RECTO CON ANOSCOPIO O POR PROCTOSCOPÍA,CP,Procedimiento (CPT),1
91188,HEMOSTASIA ENDOSCÓPICA BAJA CON INYECTOTERAPIA C/S VIDEO,CP,Procedimiento (CPT),1
91200,VIDEOCOLONOSCOPÍA IZQUIERDA DIAGNÓSTICA,CP,Procedimiento (CPT),1
91202,VIDEOCOLONOSCOPÍA DERECHA DIAGNÓSTICA,CP,Procedimiento (CPT),1
91212,PARACENTESIS TERAPÉUTICA EVACUATORIA TOTAL,CP,Procedimiento (CPT),1
91232,MUCOSECTOMÍA ENDOSCÓPICA DE CÓLON,CP,Procedimiento (CPT),1
91236,TERAPÉUTICA ENDOSCÓPICA DE LESIONES VASCULARES CON LÁSER ARGÓN PLASMA,CP,Procedimiento (CPT),1
91299,PROCEDIMIENTO DE DIAGNÓSTICO GASTROENTEROLÓGICO QUE NO APARECE EN LA LISTA,CP,Procedimiento (CPT),1
91300,VACUNA CONTRA EL SARSCOV2 DIL RECON 30MCG/0.3ML USO IM,CP,Procedimiento (CPT),0
91301,VACUNA CONTRA EL SARSCOV2 100MCG/0.5ML USO IM,CP,Procedimiento (CPT),0
92002,CONSULTA OFTALMOLÓGICA DE TIPO INTERMEDIA CON EXAMEN Y EVALUACIÓN MÉDICA E INICIO DE PLAN DE DIAGNÓSTICO Y TRATAMIENTO EN UN PACIENTE NUEVO,CP,Procedimiento (CPT),1
92004,CONSULTA OFTALMOLÓGICA DE TIPO COMPLETA CON EXAMEN Y EVALUACIÓN MÉDICA E INICIO DE PLAN DE DIAGNÓSTICO Y TRATAMIENTO EN UN PACIENTE NUEVO. EL PACIENTE REQUIERE UNA EVALUACIÓN COMPLETA EN UNA O MÁS VISITAS,CP,Procedimiento (CPT),1
92010,OCLUSIÓN OCULAR,CP,Procedimiento (CPT),1
92011,LAVADO OCULAR,CP,Procedimiento (CPT),1
92012,CONSULTA OFTALMOLÓGICA DE TIPO INTERMEDIA CON EXAMEN Y EVALUACIÓN MÉDICA E INICIO O CONTINUACIÓN DE PLAN DE DIAGNÓSTICO Y TRATAMIENTO EN UN PACIENTE CONTINUADOR,CP,Procedimiento (CPT),1
92014,CONSULTA OFTALMOLÓGICA DE TIPO COMPLETA CON EXAMEN Y EVALUACIÓN MÉDICA E INICIO O CONTINUACIÓN DE PLAN DE DIAGNÓSTICO Y TRATAMIENTO EN UN PACIENTE CONTINUADOR. EL PACIENTE REQUIERE UNA EVALUACIÓN COMPLETA EN UNA O MÁS VISITAS,CP,Procedimiento (CPT),1
92015,DETERMINACIÓN DE ESTADO DE REFRACCIÓN,CP,Procedimiento (CPT),1
92015.01,DETERMINACIÓN DE ESTADO DE REFRACCIÓN Y PRUEBA Y AJUSTE DE ANTEOJOS,CP,Procedimiento (CPT),1
92016,REFRACCIÓN Y MEDICIÓN DE LA VISIÓN CON CICLOPLEJIA,CP,Procedimiento (CPT),1
92018,EXAMEN Y EVALUACIÓN OFTALMOLÓGICOS COMPLETOS BAJO ANESTESIA GENERAL CON O SIN MANIPULACIÓN DE GLOBO OCULAR PARA DETERMINAR EL RANGO DE MOVIMIENTO PASIVO U OTRA MANIPULACIÓN PARA FACILITAR EL DIAGNÓSTICO COMPLETO,CP,Procedimiento (CPT),1
92019,EXAMEN Y EVALUACIÓN OFTALMOLÓGICOS COMPLETOS BAJO ANESTESIA GENERAL CON O SIN MANIPULACIÓN DE GLOBO OCULAR PARA DETERMINAR EL RANGO DE MOVIMIENTO PASIVO U OTRA MANIPULACIÓN PARA FACILITAR EL DIAGNÓSTICO LIMITADO,CP,Procedimiento (CPT),1
92020,GONIOSCOPÍA (PROCEDIMIENTO SEPARADO),CP,Procedimiento (CPT),1
92025,TOPOGRAFIA CORNEAL COMPUTARIZADA UNILATERAL O BILATERAL CON INTERPRETACIÓN E INFORME,CP,Procedimiento (CPT),1
92060,EXAMEN SENSORIOMOTOR CON MÚLTIPLES MEDICIONES DE DESVIACIÓN OCULAR (EJEMPLO: RESTRICCIÓN O PARESIA DE MÚSCULO CON DIPLOPIA) CON INREPRETACIÓN Y REPORTE (PROCEDIMIENTO SEPARADO),CP,Procedimiento (CPT),1
92061,ESTUDIO DE BAJA VISIÓN,CP,Procedimiento (CPT),1
92062,ESTUDIO NEURO OFTALMOLÓGICO,CP,Procedimiento (CPT),1
92063,EVALUACION NEUROSENSORIAL DE LA AMBLIOPÍA,CP,Procedimiento (CPT),1
92064,SENSIBILIDAD DE CONTRASTE,CP,Procedimiento (CPT),1
92065,EJERCICIOS ORTÓPTICOS Y/O PLEOPTICOS CON DIRECCIÓN Y EVALUACIÓN MÉDICA CONTÍNUA,CP,Procedimiento (CPT),1
92070,PRUEBA DEL USO DE LENTES DE CONTACTO POR UNA ENFERMEDAD INCLUYE LA PROVISIÓN DE LOS LENTES,CP,Procedimiento (CPT),1
92071,AJUSTE DE LENTE DE CONTACTO POR ENFERMEDAD DE LA SUPERFICIE OCULAR,CP,Procedimiento (CPT),1
92072,AJUSTE DE LENTE DE CONTACTO PARA MANEJO DE QUERATOCONO AJUSTE INICIAL,CP,Procedimiento (CPT),1
92081,EXAMEN DE CAMBIOS VISUALES UNI O BILATERAL INCLUYE LA INTERPRETACIÓN E INFORME EXAMEN LIMITADO (TAMIZAJE TANGENCIAL AUTOPLOTEO PERÍMETRO DE ARCO O PRUEBA AUTOMATIZADA DE ESTÍMULO ÚNICO TAL COMO OCTOPUS 3 O EQUIVALENTE 7)/ESTUDIO DE CAMPO VISUAL - CAMPIMETRÍA Y/O PERIMETRÍA LIMITADA UNI O BILATERAL. INCLUYE LA INTERPRETACIÓN E INFORME,CP,Procedimiento (CPT),1
92082,EXAMEN DE CAMBIOS VISUALES UNI O BILATERAL INCLUYE LA INTERPRETACIÓN E INFORME EXAMEN INTERMEDIO (EJEMPLO: AL MENOS 2 ISOPTERAS EN EL PERÍMETRO DE GOLDMANN O PROGRAMA DE TAMIZAJE SEMICUANTITATIVO AUTOMATIZADO DE SUPRAUMBRALES PRUEBA DE DIAGNÓSTICO ANTOMÁTICO DE SUPRAUMBRALES DE HUMPHREY OCTOPUS PROGRAMA 33)/ESTUDIO DE CAMPO VISUAL - CAMPIMETRÍA Y/O PERIMETRÍA DE NIVEL INTERMEDIO UNI O BILATERAL I,CP,Procedimiento (CPT),1
92083,EXAMEN DE CAMBIOS VISUALES UNI O BILATERAL INCLUYE LA INTERPRETACIÓN E INFORME EXAMEN EXTENDIDO (EJEMPLO: CAMPOS VISUALES DE GOLDMANN CON AL MENOS 3 ISOPTERAS GRAFICADOS Y DETERMINACIÓN ESTÁTICA DENTRO DEL 30[DEG] O PERIMETRÍA UMBRAL AUTOMATIZADA OCTOPUS PROGRAMA G1 32 O 42. ANALIZADOR DE CAMPOS VISUALES HUMPHREY CON PROGRAMAS UMBRALES COMPLETOS 30-2 24-2 Ó 30/60-2)/ESTUDIO DE CAMPO VISUAL - CAMP,CP,Procedimiento (CPT),1
92100,TONOMETRÍA SERIADA (PROCEDIMIENTO SEPARADO) CON MÚLTIPLES MEDIDAS DE LA PRESIÓN INTRAOCULAR EN UN MISMO DÍA DURANTE UN PERIODO EXTENDIDO DE TIEMPO CON INTERPRETACIÓN E INFORME EL MISMO DIA (EJEMPLO: CURVA DIURNA O TRATAMIENTO MÉDICO DE ELEVACIÓN AGUDA DE PRESIÓN INTRAOCULAR),CP,Procedimiento (CPT),1
92120,TONOGRAFÍA MÉTODO DE TONÓMETRO DE REGISTRO DE INDENTACIÓN O MÉTODO DE SUCCIÓN PERILÍMBICA,CP,Procedimiento (CPT),1
92130,TONOGRAFÍA CON PROVOCACIÓN POR AGUA,CP,Procedimiento (CPT),1
92132,OBTENCIÓN DE IMÁGENES COMPUTARIZADAS DIAGNÓSTICAS DE OJO SEGMENTO ANTERIOR CON INTERPRETACIÓN Y REPORTE UNILATERAL O BILATERAL TOMOGRAFÍA DEL SEGMENTO ANTERIOR (INCLUYE IMÁGENES DE MÚLTIPLES TRAMAS) CON INTERPRETACIÓN Y REPORTE,CP,Procedimiento (CPT),1
92133,OBTENCIÓN DE IMÁGENES COMPUTARIZADAS DIAGNÓSTICAS DE OJO SEGMENTO POSTERIOR CON INTERPRETACIÓN Y REPORTE UNILATERAL O BILATERAL NERVIO ÓPTICO TOMOGRAFÍA DE COHERENCIA ÓPTICA DEL SEGMENTO POSTERIOR (NERVIO ÓPTICO) (INCLUYE IMÁGENES DE MÚLTIPLES TRAMAS) CON INTERPRETACIÓN Y REPORTE,CP,Procedimiento (CPT),1
92134,OBTENCIÓN DE IMÁGENES COMPUTARIZADAS DIAGNÓSTICAS DE OJO SEGMENTO POSTERIOR CON INTERPRETACIÓN Y REPORTE UNILATERAL O BILATERAL RETINA TOMOGRAFÍA DE COHERENCIA ÓPTICA DEL SEGMENTO POSTERIOR (MÁCULA) (INCLUYE IMÁGENES DE MÚLTIPLES TRAMAS) CON INTERPRETACIÓN Y REPORTE,CP,Procedimiento (CPT),1
92135,BARRIDO PARA DIAGNÓSTICO OFTÁLMICO (P. EJ. BARRIDO CON LÁSER) UNILATERAL,CP,Procedimiento (CPT),1
92136,BIOMETRÍA OFTÁLMICA MEDIANTE INTERFEROMETRÍA DE COHERENCIA PARCIAL CON CÁLCULO DEL PODER DE UN LENTE INTRAOCULAR,CP,Procedimiento (CPT),1
92137,TOPOGRAFIA CORNEAL,CP,Procedimiento (CPT),1
92140,PRUEBAS PROVOCATIVAS PARA GLAUCOMA SIN TONOMETRÍA CON INTERPRETACIÓN E INFORME,CP,Procedimiento (CPT),1
92145,DETERMINACIÓN DE HISTERESIS CORNEAL POR ESTIMULACIÓN CON IMPULSO DE AIRE UNI O BILATERAL CON INTERPRETACIÓN Y REPORTE,CP,Procedimiento (CPT),1
92225,OFTALMOSCOPÍA EXTENDIDA CON DIBUJO RETINAL (P. EJ. POR DESPRENDIMIENTO DE LA RETINA MELANOMA) INCLUYE INTERPRETACIÓN E INFORME INICIAL,CP,Procedimiento (CPT),1
92226,OFTALMOSCOPÍA EXTENDIDA CON DIBUJO RETINAL (P. EJ. POR DESPRENDIMIENTO DE LA RETINA MELANOMA) INCLUYE INTERPRETACIÓN E INFORME SUBSIGUIENTE,CP,Procedimiento (CPT),1
92227,OBTENCIÓN DE IMÁGENES REMOTAS PARA LA DETECCIÓN DE ENFERMEDAD DE RETINA (P. EJ. RETINOPATÍA EN PACIENTE DIABÉTICO) CON ANÁLISIS Y REPORTE BAJO SUPERVISIÓN MÉDICA UNILATERAL O BILATERAL,CP,Procedimiento (CPT),1
92228,OBTENCIÓN DE IMÁGENES REMOTAS PARA MONITOREO Y MANEJO DE ENFERMEDAD ACTIVA DE RETINA (P. EJ. RETINOPATÍA DIABÉTICA) CON REVISIÓN INTERPRETACIÓN Y REPORTE MÉDICOS UNILATERAL O BILATERAL,CP,Procedimiento (CPT),1
92230,ANGIOSCOPIA CON FLUORESCEINA CON INTERPRETACIÓN E INFORME,CP,Procedimiento (CPT),1
92235,ANGIOGRAFÍA CON FLUORESCEINA (INCLUYE IMÁGENES DE MÚLTIPLES TRAMAS) CON INTERPRETACION Y REPORTE,CP,Procedimiento (CPT),1
92240,ANGIOGRAFÍA CON VERDE DE INDOCIANINA (INCLUYE IMÁGENES MÚLTIPLES) CON INTERPRETACIÓN E INFORME,CP,Procedimiento (CPT),1
92250,FOTOGRAFÍA DE FONDO CON INTERPRETACIÓN Y REPORTE (FONDO DE OJO),CP,Procedimiento (CPT),1
92251,EXAMEN Y EVALUACIÓN DE FONDO DE OJO BAJO ANESTESIA GENERAL,CP,Procedimiento (CPT),1
92260,OFTALMODINAMOMETRÍA,CP,Procedimiento (CPT),1
92265,OCULOELECTROMIOGRAFÍA DE AGUJA UNO O VARIOS MÚSCULOS EXTRA OCULARES EN UNO O AMBOS OJOS CON INTERPRETACIÓN E INFORME,CP,Procedimiento (CPT),1
92270,ELECTROOCULOGRAFÍA CON INTERPRETACIÓN E INFORME,CP,Procedimiento (CPT),1
92275,ELECTRORRETINOGRAFÍA CON INTERPRETACIÓN E INFORME,CP,Procedimiento (CPT),1
92276,TEST DE COLORES,CP,Procedimiento (CPT),1
92277,ULTRABIOMICROSCOPÍA (INCLUYE IMÁGENES DE MÚLTIPLES TRAMAS) CON INTERPRETACIÓN Y REPORTE,CP,Procedimiento (CPT),1
92278,TEST DE ESTEREOPSIS,CP,Procedimiento (CPT),1
92279,MICROSCOPÍA CONFOCAL,CP,Procedimiento (CPT),1
92280,EXOFTALMOMETRÍA,CP,Procedimiento (CPT),1
92281,TEST DE SCHIRMMER,CP,Procedimiento (CPT),1
92282,BIOMETRÍA,CP,Procedimiento (CPT),1
92283,EXAMEN DE VISIÓN A COLOR EXTENDIDO (EJEMPLO: ANOMALOSCOPÍA O EQUIVALENTE),CP,Procedimiento (CPT),1
92284,EXAMEN DE ADAPTACIÓN A LA OSCURIDAD CON INTERPRETACIÓN E INFORME,CP,Procedimiento (CPT),1
92285,FOTOGRAFÍA OCULAR EXTERNA CON INTERPRETACIÓN E INFORME PARA DOCUMENTACIÓN DE PROGRESO MÉDICO (EJEMPLO: FOTOGRAFÍA DE ACERCAMIENTO FOTOGRAFÍA CON LÁMPARA DE HENDIDURA GONIOFOTOGRAFÍA ESTEREO-FOTOGRAFÍA),CP,Procedimiento (CPT),1
92286,FOTOGRAFÍA DEL SEGMENTO ANTERIOR CON INTERPRETACIÓN Y REPORTE CON MICROSCOPIA ESPECULAR Y ANÁLISIS DE CÉLULAS ENDOTELIALES,CP,Procedimiento (CPT),1
